ID_Transacao;Data;Cliente;Produto_Servico;Categoria;Quantidade;Valor_Unitario;Custo_Unitario;Qtd_Parcelas;Canal_Venda;Status
PRG-202501-023;27/01/2025;Meta Metais;PragmaCloud Pro;Software;1;450,00;162,89;1;Parceiros B2B;Pago
PRG-202501-024;31/01/2025;Construtora Horizonte;Consultoria de Processos TI;Serviço;1;3200,00;1449,95;12;E-commerce;Pago
PRG-202501-025;02/01/2025;Nova Era Digital;PragmaSecurity Gateway;Software;5;890,00;246,65;3;Parceiros B2B;Pago
PRG-202501-026;11/01/2025;Logística Express Brasil;Consultoria de Processos TI;Serviço;2;3200,00;1435,03;1;E-commerce;Pago
PRG-202501-027;18/01/2025;Meta Metais;Suporte Técnico Premium;Serviço;1;400,00;124,72;1;Parceiros B2B;Pendente
PRG-202501-028;13/01/2025;Construtora Horizonte;Suporte Técnico Premium;Serviço;1;400,00;130,60;3;Venda Direta;Pago
PRG-202501-029;30/01/2025;Rede de Farmácias Viva;Suporte Técnico Premium;Serviço;2;400,00;121,05;1;E-commerce;Pago
PRG-202501-030;23/01/2025;Construtora Horizonte;PragmaSecurity Gateway;Software;1;890,00;266,05;2;Parceiros B2B;Pago
PRG-202501-031;30/01/2025;Banco Inova S.A.;PragmaCloud Pro;Software;3;450,00;142,73;1;Parceiros B2B;Pago
PRG-202501-032;24/01/2025;Meta Metais;Consultoria de Processos TI;Serviço;2;3200,00;1441,85;1;Venda Direta;Pago
PRG-202501-033;31/01/2025;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1270,45;3;Parceiros B2B;Pago
PRG-202501-034;12/01/2025;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;2;1250,00;409,00;2;E-commerce;Pago
PRG-202501-035;16/01/2025;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;1;400,00;112,83;12;Venda Direta;Pago
PRG-202501-036;30/01/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;1;1250,00;414,84;3;Venda Direta;Pago
PRG-202501-037;27/01/2025;Rede de Farmácias Viva;PragmaSecurity Gateway;Software;2;890,00;243,76;2;Venda Direta;Pago
PRG-202501-038;29/01/2025;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1341,69;1;Venda Direta;Pendente
PRG-202501-039;05/01/2025;Indústrias Alfa Ltda;PragmaAnalytics Enterprise;Software;3;1250,00;430,70;3;E-commerce;Pendente
PRG-202501-040;21/01/2025;Indústrias Alfa Ltda;PragmaAnalytics Enterprise;Software;1;1250,00;433,72;1;Venda Direta;Pago
PRG-202501-041;16/01/2025;Meta Metais;PragmaSecurity Gateway;Software;2;890,00;229,80;1;Venda Direta;Pago
PRG-202501-042;18/01/2025;Tech Soluções Globais;PragmaCloud Pro;Software;1;450,00;158,27;2;Parceiros B2B;Pago
PRG-202501-043;11/01/2025;Meta Metais;Suporte Técnico Premium;Serviço;2;400,00;113,91;3;Parceiros B2B;Pago
PRG-202501-044;08/01/2025;Banco Inova S.A.;PragmaSecurity Gateway;Software;2;890,00;240,31;2;Parceiros B2B;Pago
PRG-202501-045;12/01/2025;Nova Era Digital;PragmaCloud Pro;Software;2;450,00;155,01;1;Parceiros B2B;Pago
PRG-202501-046;25/01/2025;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;2;3200,00;1512,87;2;Parceiros B2B;Pago
PRG-202501-047;07/01/2025;Global Alimentos S.A.;PragmaSecurity Gateway;Software;4;890,00;248,32;12;Parceiros B2B;Pago
PRG-202501-048;25/01/2025;Construtora Horizonte;Suporte Técnico Premium;Serviço;1;400,00;127,65;3;Venda Direta;Pendente
PRG-202501-049;27/01/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;3;890,00;230,18;1;Parceiros B2B;Pago
PRG-202501-050;03/01/2025;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1298,17;1;E-commerce;Pago
PRG-202501-051;30/01/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;2;890,00;254,89;3;Parceiros B2B;Pago
PRG-202501-052;23/01/2025;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;2;3200,00;1515,60;3;Venda Direta;Pago
PRG-202501-053;04/01/2025;Varejo Total S.A.;Suporte Técnico Premium;Serviço;1;400,00;122,09;1;Parceiros B2B;Pago
PRG-202501-054;28/01/2025;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;2;1250,00;385,48;12;E-commerce;Pendente
PRG-202501-055;13/01/2025;Global Alimentos S.A.;PragmaCloud Pro;Software;3;450,00;157,93;2;Venda Direta;Pago
PRG-202501-056;29/01/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;1;400,00;129,51;2;Parceiros B2B;Pago
PRG-202501-057;04/01/2025;Varejo Total S.A.;Suporte Técnico Premium;Serviço;2;400,00;122,23;6;Parceiros B2B;Pago
PRG-202501-058;10/01/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;3;1250,00;381,43;12;Parceiros B2B;Pago
PRG-202501-059;12/01/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;4;1250,00;395,21;12;Parceiros B2B;Pago
PRG-202501-060;06/01/2025;Global Alimentos S.A.;PragmaAnalytics Enterprise;Software;2;1250,00;414,27;3;Venda Direta;Pendente
PRG-202501-061;30/01/2025;Banco Inova S.A.;PragmaCloud Pro;Software;2;450,00;144,00;2;Venda Direta;Pago
PRG-202501-062;09/01/2025;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1385,18;6;Parceiros B2B;Pago
PRG-202501-063;16/01/2025;Construtora Horizonte;Suporte Técnico Premium;Serviço;1;400,00;111,01;3;Parceiros B2B;Pago
PRG-202501-064;27/01/2025;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1416,59;3;Venda Direta;Pago
PRG-202501-065;15/01/2025;Logística Express Brasil;Consultoria de Processos TI;Serviço;1;3200,00;1404,35;1;E-commerce;Pago
PRG-202501-066;22/01/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;2;400,00;122,70;6;Parceiros B2B;Pendente
PRG-202501-067;20/01/2025;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;1;400,00;128,81;12;E-commerce;Pago
PRG-202501-068;01/01/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;1;400,00;110,64;2;Venda Direta;Pago
PRG-202501-069;11/01/2025;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;1;400,00;126,98;6;Parceiros B2B;Pago
PRG-202501-070;13/01/2025;Logística Express Brasil;PragmaAnalytics Enterprise;Software;4;1250,00;380,64;2;E-commerce;Cancelado
PRG-202501-071;15/01/2025;Varejo Total S.A.;Suporte Técnico Premium;Serviço;1;400,00;116,96;6;E-commerce;Pago
PRG-202501-072;17/01/2025;Logística Express Brasil;PragmaSecurity Gateway;Software;5;890,00;237,07;3;E-commerce;Pago
PRG-202501-073;16/01/2025;Rede de Farmácias Viva;PragmaCloud Pro;Software;4;450,00;155,59;1;Parceiros B2B;Pago
PRG-202501-074;06/01/2025;Meta Metais;Suporte Técnico Premium;Serviço;2;400,00;108,04;1;Parceiros B2B;Pago
PRG-202501-075;02/01/2025;Construtora Horizonte;Consultoria de Processos TI;Serviço;1;3200,00;1309,32;12;E-commerce;Pago
PRG-202501-076;29/01/2025;Logística Express Brasil;PragmaSecurity Gateway;Software;3;890,00;241,72;3;Parceiros B2B;Pago
PRG-202501-077;26/01/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;3;890,00;243,83;3;Parceiros B2B;Pago
PRG-202501-078;30/01/2025;Nova Era Digital;PragmaAnalytics Enterprise;Software;4;1250,00;384,66;6;Parceiros B2B;Pago
PRG-202501-079;15/01/2025;Meta Metais;PragmaCloud Pro;Software;3;450,00;137,15;3;Venda Direta;Pago
PRG-202501-080;30/01/2025;Tech Soluções Globais;Consultoria de Processos TI;Serviço;1;3200,00;1525,71;6;Parceiros B2B;Pago
PRG-202501-081;28/01/2025;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;5;1250,00;369,62;1;Parceiros B2B;Pago
PRG-202501-082;04/01/2025;Indústrias Alfa Ltda;PragmaSecurity Gateway;Software;2;890,00;230,42;2;E-commerce;Pendente
PRG-202501-083;06/01/2025;Nova Era Digital;PragmaAnalytics Enterprise;Software;1;1250,00;398,57;12;E-commerce;Pago
PRG-202501-084;11/01/2025;Indústrias Alfa Ltda;PragmaAnalytics Enterprise;Software;3;1250,00;389,47;1;Venda Direta;Pago
PRG-202501-085;21/01/2025;Varejo Total S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1516,19;12;Parceiros B2B;Pago
PRG-202501-086;18/01/2025;Global Alimentos S.A.;PragmaSecurity Gateway;Software;3;890,00;243,61;3;Venda Direta;Pago
PRG-202501-087;13/01/2025;Banco Inova S.A.;Suporte Técnico Premium;Serviço;1;400,00;120,39;1;Venda Direta;Pago
PRG-202501-088;15/01/2025;Nova Era Digital;Consultoria de Processos TI;Serviço;1;3200,00;1429,13;6;Venda Direta;Pago
PRG-202501-089;27/01/2025;Nova Era Digital;PragmaCloud Pro;Software;4;450,00;152,71;6;Parceiros B2B;Pago
PRG-202501-090;20/01/2025;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;1;1250,00;383,90;3;Parceiros B2B;Pendente
PRG-202501-091;13/01/2025;Banco Inova S.A.;PragmaCloud Pro;Software;2;450,00;151,63;2;E-commerce;Pago
PRG-202501-092;21/01/2025;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;2;400,00;126,28;1;Venda Direta;Pago
PRG-202501-093;15/01/2025;Meta Metais;PragmaCloud Pro;Software;2;450,00;160,02;3;E-commerce;Pago
PRG-202501-094;10/01/2025;Indústrias Alfa Ltda;PragmaCloud Pro;Software;4;450,00;151,03;6;Venda Direta;Cancelado
PRG-202501-095;03/01/2025;Meta Metais;PragmaAnalytics Enterprise;Software;1;1250,00;375,84;6;Parceiros B2B;Pago
PRG-202501-096;17/01/2025;Meta Metais;PragmaAnalytics Enterprise;Software;4;1250,00;369,22;2;Venda Direta;Pago
PRG-202501-097;07/01/2025;Nova Era Digital;PragmaAnalytics Enterprise;Software;4;1250,00;438,62;1;E-commerce;Pago
PRG-202501-098;02/01/2025;Banco Inova S.A.;PragmaSecurity Gateway;Software;5;890,00;250,29;2;Venda Direta;Pago
PRG-202501-099;13/01/2025;Varejo Total S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1320,60;12;E-commerce;Pago
PRG-202501-100;20/01/2025;Construtora Horizonte;PragmaAnalytics Enterprise;Software;5;1250,00;419,99;12;Parceiros B2B;Cancelado
PRG-202501-101;01/01/2025;Indústrias Alfa Ltda;PragmaAnalytics Enterprise;Software;3;1250,00;370,90;6;E-commerce;Pago
PRG-202501-102;05/01/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;4;1250,00;418,35;3;E-commerce;Pago
PRG-202501-103;10/01/2025;Varejo Total S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1306,08;2;Venda Direta;Cancelado
PRG-202501-104;25/01/2025;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;1;3200,00;1433,05;12;E-commerce;Pago
PRG-202501-105;16/01/2025;Construtora Horizonte;PragmaAnalytics Enterprise;Software;5;1250,00;418,21;2;Parceiros B2B;Pago
PRG-202501-106;10/01/2025;Logística Express Brasil;PragmaCloud Pro;Software;2;450,00;135,48;2;Parceiros B2B;Pago
PRG-202501-107;28/01/2025;Tech Soluções Globais;Suporte Técnico Premium;Serviço;1;400,00;109,06;1;Parceiros B2B;Pago
PRG-202501-108;23/01/2025;Meta Metais;Suporte Técnico Premium;Serviço;1;400,00;113,62;3;Parceiros B2B;Pago
PRG-202501-109;07/01/2025;Indústrias Alfa Ltda;PragmaSecurity Gateway;Software;2;890,00;233,58;6;Venda Direta;Pago
PRG-202501-110;17/01/2025;Logística Express Brasil;Suporte Técnico Premium;Serviço;1;400,00;113,69;3;Venda Direta;Pago
PRG-202502-001;04/02/2025;Banco Inova S.A.;Suporte Técnico Premium;Serviço;1;400,00;123,92;3;E-commerce;Cancelado
PRG-202502-002;11/02/2025;Rede de Farmácias Viva;Suporte Técnico Premium;Serviço;1;400,00;130,69;3;Parceiros B2B;Pago
PRG-202502-003;03/02/2025;Logística Express Brasil;Suporte Técnico Premium;Serviço;2;400,00;111,10;2;E-commerce;Pago
PRG-202502-004;06/02/2025;Global Alimentos S.A.;PragmaAnalytics Enterprise;Software;3;1250,00;386,53;1;Venda Direta;Pendente
PRG-202502-005;06/02/2025;Tech Soluções Globais;PragmaCloud Pro;Software;2;450,00;146,74;3;Venda Direta;Pago
PRG-202502-006;24/02/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;1;400,00;122,96;2;E-commerce;Pago
PRG-202502-007;09/02/2025;Tech Soluções Globais;Consultoria de Processos TI;Serviço;1;3200,00;1263,77;1;Parceiros B2B;Pago
PRG-202502-008;25/02/2025;Varejo Total S.A.;PragmaCloud Pro;Software;2;450,00;141,17;3;Venda Direta;Pago
PRG-202502-009;06/02/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;1;400,00;129,76;2;E-commerce;Pago
PRG-202502-010;02/02/2025;Meta Metais;Consultoria de Processos TI;Serviço;1;3200,00;1484,86;1;E-commerce;Pago
PRG-202502-011;13/02/2025;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1420,17;12;Parceiros B2B;Pago
PRG-202502-012;14/02/2025;Meta Metais;PragmaSecurity Gateway;Software;2;890,00;225,63;1;E-commerce;Pago
PRG-202502-013;28/02/2025;Tech Soluções Globais;PragmaCloud Pro;Software;2;450,00;135,16;12;E-commerce;Pago
PRG-202502-014;25/02/2025;Global Alimentos S.A.;PragmaSecurity Gateway;Software;4;890,00;241,25;6;Parceiros B2B;Pago
PRG-202502-015;15/02/2025;Meta Metais;PragmaCloud Pro;Software;1;450,00;163,27;2;Venda Direta;Pendente
PRG-202502-016;24/02/2025;Rede de Farmácias Viva;PragmaAnalytics Enterprise;Software;3;1250,00;401,87;3;Venda Direta;Pago
PRG-202502-017;02/02/2025;Meta Metais;PragmaSecurity Gateway;Software;1;890,00;239,20;1;Parceiros B2B;Pago
PRG-202502-018;20/02/2025;Logística Express Brasil;Consultoria de Processos TI;Serviço;2;3200,00;1470,35;3;E-commerce;Pago
PRG-202502-019;15/02/2025;Logística Express Brasil;Suporte Técnico Premium;Serviço;1;400,00;116,23;12;Venda Direta;Pago
PRG-202502-020;23/02/2025;Nova Era Digital;PragmaSecurity Gateway;Software;5;890,00;274,42;3;Parceiros B2B;Pago
PRG-202502-021;27/02/2025;Construtora Horizonte;PragmaAnalytics Enterprise;Software;5;1250,00;438,97;12;E-commerce;Pago
PRG-202502-022;20/02/2025;Varejo Total S.A.;PragmaCloud Pro;Software;4;450,00;153,63;1;Parceiros B2B;Pago
PRG-202502-023;19/02/2025;Construtora Horizonte;Suporte Técnico Premium;Serviço;1;400,00;126,30;3;Venda Direta;Pago
PRG-202502-024;16/02/2025;Tech Soluções Globais;Consultoria de Processos TI;Serviço;2;3200,00;1434,59;12;E-commerce;Pago
PRG-202502-025;19/02/2025;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1326,86;2;Venda Direta;Pago
PRG-202502-026;19/02/2025;Logística Express Brasil;Suporte Técnico Premium;Serviço;2;400,00;124,24;3;E-commerce;Pago
PRG-202502-027;18/02/2025;Global Alimentos S.A.;PragmaCloud Pro;Software;1;450,00;143,24;6;Venda Direta;Pago
PRG-202502-028;04/02/2025;Logística Express Brasil;PragmaAnalytics Enterprise;Software;5;1250,00;386,18;6;Parceiros B2B;Pendente
PRG-202502-029;11/02/2025;Construtora Horizonte;PragmaAnalytics Enterprise;Software;3;1250,00;403,29;6;Venda Direta;Pago
PRG-202502-030;09/02/2025;Logística Express Brasil;PragmaSecurity Gateway;Software;1;890,00;238,88;12;Venda Direta;Pago
PRG-202502-031;03/02/2025;Banco Inova S.A.;Suporte Técnico Premium;Serviço;2;400,00;116,16;6;E-commerce;Pago
PRG-202502-032;20/02/2025;Indústrias Alfa Ltda;PragmaSecurity Gateway;Software;5;890,00;248,87;3;Parceiros B2B;Pago
PRG-202502-033;04/02/2025;Construtora Horizonte;PragmaSecurity Gateway;Software;3;890,00;249,63;12;E-commerce;Pago
PRG-202502-034;08/02/2025;Meta Metais;PragmaCloud Pro;Software;1;450,00;150,83;6;E-commerce;Pago
PRG-202502-035;02/02/2025;Meta Metais;PragmaCloud Pro;Software;4;450,00;156,38;2;Parceiros B2B;Cancelado
PRG-202502-036;02/02/2025;Varejo Total S.A.;PragmaCloud Pro;Software;1;450,00;136,85;1;Venda Direta;Pago
PRG-202502-037;06/02/2025;Logística Express Brasil;Consultoria de Processos TI;Serviço;2;3200,00;1319,09;3;E-commerce;Pendente
PRG-202502-038;20/02/2025;Construtora Horizonte;Consultoria de Processos TI;Serviço;2;3200,00;1460,26;12;Venda Direta;Pago
PRG-202502-039;19/02/2025;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1329,20;3;Parceiros B2B;Pago
PRG-202502-040;20/02/2025;Construtora Horizonte;PragmaSecurity Gateway;Software;4;890,00;271,62;12;Parceiros B2B;Pago
PRG-202502-041;26/02/2025;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1499,98;1;E-commerce;Pago
PRG-202502-042;03/02/2025;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1318,04;2;Parceiros B2B;Pendente
PRG-202502-043;18/02/2025;Construtora Horizonte;Consultoria de Processos TI;Serviço;1;3200,00;1321,64;1;E-commerce;Pago
PRG-202502-044;08/02/2025;Rede de Farmácias Viva;PragmaSecurity Gateway;Software;5;890,00;255,65;2;Venda Direta;Pago
PRG-202502-045;18/02/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;2;400,00;116,66;6;Parceiros B2B;Pago
PRG-202502-046;23/02/2025;Construtora Horizonte;Suporte Técnico Premium;Serviço;2;400,00;117,84;1;Parceiros B2B;Pago
PRG-202502-047;09/02/2025;Tech Soluções Globais;PragmaSecurity Gateway;Software;4;890,00;273,88;1;Venda Direta;Pago
PRG-202502-048;12/02/2025;Banco Inova S.A.;Suporte Técnico Premium;Serviço;1;400,00;113,92;2;Venda Direta;Pago
PRG-202502-049;24/02/2025;Indústrias Alfa Ltda;PragmaSecurity Gateway;Software;4;890,00;255,11;6;Parceiros B2B;Pendente
PRG-202502-050;24/02/2025;Rede de Farmácias Viva;Suporte Técnico Premium;Serviço;2;400,00;124,11;12;E-commerce;Pago
PRG-202502-051;23/02/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;1;1250,00;378,28;6;E-commerce;Pago
PRG-202502-052;24/02/2025;Nova Era Digital;PragmaCloud Pro;Software;3;450,00;156,69;1;Parceiros B2B;Pago
PRG-202502-053;14/02/2025;Meta Metais;Suporte Técnico Premium;Serviço;2;400,00;128,85;2;E-commerce;Pago
PRG-202502-054;22/02/2025;Meta Metais;PragmaSecurity Gateway;Software;3;890,00;245,85;6;E-commerce;Pago
PRG-202502-055;12/02/2025;Tech Soluções Globais;Suporte Técnico Premium;Serviço;1;400,00;116,14;2;Parceiros B2B;Pago
PRG-202502-056;15/02/2025;Meta Metais;Consultoria de Processos TI;Serviço;2;3200,00;1491,81;12;Venda Direta;Pago
PRG-202502-057;13/02/2025;Nova Era Digital;PragmaCloud Pro;Software;5;450,00;147,35;2;Venda Direta;Pago
PRG-202502-058;26/02/2025;Construtora Horizonte;PragmaAnalytics Enterprise;Software;5;1250,00;389,96;12;E-commerce;Pago
PRG-202502-059;14/02/2025;Logística Express Brasil;PragmaSecurity Gateway;Software;4;890,00;255,18;6;E-commerce;Pago
PRG-202502-060;10/02/2025;Logística Express Brasil;PragmaCloud Pro;Software;4;450,00;152,80;12;E-commerce;Pago
PRG-202502-061;05/02/2025;Banco Inova S.A.;PragmaSecurity Gateway;Software;1;890,00;245,00;12;Venda Direta;Pago
PRG-202502-062;15/02/2025;Meta Metais;Consultoria de Processos TI;Serviço;1;3200,00;1419,80;6;Venda Direta;Pendente
PRG-202502-063;05/02/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;2;400,00;115,00;6;Venda Direta;Pago
PRG-202502-064;18/02/2025;Global Alimentos S.A.;PragmaAnalytics Enterprise;Software;4;1250,00;404,80;3;Venda Direta;Pendente
PRG-202502-065;24/02/2025;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;2;1250,00;399,02;2;Parceiros B2B;Pago
PRG-202502-066;03/02/2025;Banco Inova S.A.;Suporte Técnico Premium;Serviço;2;400,00;113,84;1;Parceiros B2B;Pago
PRG-202502-067;25/02/2025;Meta Metais;PragmaAnalytics Enterprise;Software;5;1250,00;391,39;6;Parceiros B2B;Pago
PRG-202502-068;14/02/2025;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;4;1250,00;404,42;6;Parceiros B2B;Pendente
PRG-202502-069;03/02/2025;Varejo Total S.A.;PragmaCloud Pro;Software;4;450,00;147,69;1;Venda Direta;Pago
PRG-202502-070;22/02/2025;Nova Era Digital;Suporte Técnico Premium;Serviço;2;400,00;117,03;12;E-commerce;Pago
PRG-202502-071;20/02/2025;Banco Inova S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1535,37;6;Parceiros B2B;Pago
PRG-202502-072;07/02/2025;Tech Soluções Globais;Suporte Técnico Premium;Serviço;1;400,00;119,71;3;Parceiros B2B;Pago
PRG-202502-073;07/02/2025;Meta Metais;PragmaAnalytics Enterprise;Software;1;1250,00;384,92;6;E-commerce;Pago
PRG-202502-074;19/02/2025;Varejo Total S.A.;Suporte Técnico Premium;Serviço;2;400,00;119,34;12;Parceiros B2B;Pago
PRG-202502-075;23/02/2025;Logística Express Brasil;PragmaCloud Pro;Software;5;450,00;148,31;6;Venda Direta;Pago
PRG-202502-076;28/02/2025;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;1;400,00;113,50;6;Venda Direta;Pago
PRG-202502-077;15/02/2025;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;1;400,00;123,71;6;E-commerce;Pago
PRG-202502-078;10/02/2025;Meta Metais;PragmaCloud Pro;Software;5;450,00;154,25;6;Parceiros B2B;Pago
PRG-202502-079;25/02/2025;Meta Metais;PragmaCloud Pro;Software;3;450,00;159,42;2;Venda Direta;Pago
PRG-202502-080;05/02/2025;Meta Metais;PragmaSecurity Gateway;Software;4;890,00;268,55;3;E-commerce;Pago
PRG-202502-081;21/02/2025;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;2;3200,00;1412,20;6;Venda Direta;Pago
PRG-202502-082;21/02/2025;Logística Express Brasil;PragmaCloud Pro;Software;2;450,00;138,95;3;E-commerce;Pago
PRG-202502-083;08/02/2025;Nova Era Digital;Consultoria de Processos TI;Serviço;2;3200,00;1331,51;3;E-commerce;Pago
PRG-202502-084;06/02/2025;Banco Inova S.A.;PragmaCloud Pro;Software;2;450,00;152,81;6;Parceiros B2B;Pago
PRG-202502-085;10/02/2025;Varejo Total S.A.;PragmaCloud Pro;Software;4;450,00;162,26;1;E-commerce;Pago
PRG-202502-086;19/02/2025;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;1;400,00;118,05;1;E-commerce;Pago
PRG-202502-087;14/02/2025;Indústrias Alfa Ltda;PragmaSecurity Gateway;Software;2;890,00;237,44;2;E-commerce;Pendente
PRG-202502-088;04/02/2025;Construtora Horizonte;PragmaAnalytics Enterprise;Software;2;1250,00;389,54;6;Parceiros B2B;Pago
PRG-202502-089;24/02/2025;Varejo Total S.A.;PragmaSecurity Gateway;Software;5;890,00;253,89;3;Venda Direta;Pendente
PRG-202502-090;26/02/2025;Logística Express Brasil;PragmaCloud Pro;Software;2;450,00;150,64;3;E-commerce;Pago
PRG-202502-091;17/02/2025;Logística Express Brasil;PragmaSecurity Gateway;Software;5;890,00;242,99;1;Venda Direta;Pago
PRG-202502-092;21/02/2025;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1498,50;6;Parceiros B2B;Pago
PRG-202502-093;06/02/2025;Logística Express Brasil;Consultoria de Processos TI;Serviço;1;3200,00;1444,11;3;E-commerce;Pago
PRG-202502-094;02/02/2025;Construtora Horizonte;Consultoria de Processos TI;Serviço;1;3200,00;1314,29;12;Venda Direta;Pago
PRG-202502-095;01/02/2025;Rede de Farmácias Viva;PragmaAnalytics Enterprise;Software;5;1250,00;433,18;12;Parceiros B2B;Pago
